,title,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,x-tsne,y-tsne,rating
0,Toy Story (1995),-0.09881690889596939,0.003020713571459055,-0.39570802450180054,-0.3211904466152191,-0.19593259692192078,-0.26934272050857544,-0.0702473372220993,0.26789557933807373,0.028969652950763702,-0.11221660673618317,-0.13771048188209534,-0.31292665004730225,-0.16018402576446533,-0.15443633496761322,0.4354107975959778,0.15489329397678375,-0.24026912450790405,-0.10277444869279861,0.060495760291814804,0.11658305674791336,0.23729680478572845,0.3105234205722809,0.27380895614624023,-0.6165896654129028,0.13123853504657745,-0.07853273302316666,0.04326358810067177,-0.05831886827945709,-0.22847433388233185,0.43558692932128906,0.23438780009746552,-0.35029926896095276,0.32428091764450073,-0.26520511507987976,0.14792805910110474,-0.1465093344449997,0.2980535924434662,0.007108079735189676,0.11641073226928711,-0.006577956024557352,0.2017134726047516,0.006788658443838358,0.0984509289264679,-0.13607557117938995,0.06596989184617996,0.16517330706119537,-0.04873044043779373,-0.6251745820045471,0.0536998026072979,-0.05619038641452789,13.62562084197998,-9.56753158569336,3.5
1,Heat (1995),0.018075400963425636,0.16808438301086426,0.14305458962917328,0.2894422113895416,-0.14626751840114594,0.22589871287345886,0.287322461605072,0.16051553189754486,0.04332752525806427,-0.035298656672239304,-0.23873282968997955,-0.43897488713264465,-0.017246020957827568,-0.15723916888237,-0.018416820093989372,-0.03232631832361221,0.2679145038127899,-0.025509759783744812,0.38856086134910583,-0.20422595739364624,0.08406678587198257,0.11921699345111847,0.1982470154762268,-0.11362797766923904,0.2976362407207489,0.21776777505874634,-0.2908846139907837,0.09509427100419998,0.3331049680709839,-0.03443390130996704,-0.13682132959365845,-0.22335956990718842,-0.28959161043167114,0.11358736455440521,0.19172190129756927,-0.22886152565479279,0.025698227807879448,-0.16835370659828186,0.40430888533592224,0.37965476512908936,-0.24648576974868774,0.12865383923053741,0.15710051357746124,0.09944290667772293,0.33948183059692383,-0.18448078632354736,-0.15661872923374176,-0.06972649693489075,-0.2926146686077118,0.2987580895423889,-6.82064962387085,-15.914223670959473,2.5
2,Sabrina (1995),-0.30901211500167847,0.11629726737737656,0.30592840909957886,0.025235624983906746,0.2400514781475067,0.05449266359210014,-0.45612117648124695,0.01404457539319992,0.24236668646335602,0.34603726863861084,-0.00015786361473146826,-0.401953786611557,-0.2665883004665375,0.1564379185438156,0.17479564249515533,-0.2900542914867401,-0.13031435012817383,0.20953623950481415,-0.12621398270130157,-0.01906474120914936,0.16845621168613434,0.21900327503681183,-0.12672002613544464,0.33012282848358154,-0.10198897868394852,0.2467724233865738,-0.03900723159313202,0.03924364224076271,0.0865320935845375,-0.03303329646587372,-0.38437047600746155,-0.278696745634079,-0.18497741222381592,-0.0030058594420552254,-0.06133120507001877,0.3813689947128296,0.5742482542991638,0.1387052983045578,0.24152538180351257,0.15503114461898804,-0.14982891082763672,0.09199485927820206,0.28236228227615356,0.0657314658164978,0.36382389068603516,-0.0712951272726059,0.06599444895982742,-0.004591720178723335,0.3083997964859009,-0.029238706454634666,25.658700942993164,0.022789444774389267,2.0
3,"American President, The (1995)",-0.06153160333633423,0.073174849152565,0.03622302785515785,-0.06554242223501205,-0.49117743968963623,0.07180923968553543,-0.027517972514033318,-0.2397405207157135,-0.05409666523337364,0.03909466788172722,-0.011574357748031616,0.18605147302150726,0.017703309655189514,-0.13201412558555603,0.44109827280044556,0.12374849617481232,0.044946689158678055,-0.10631303489208221,-0.06586123257875443,0.03947586566209793,0.06807313114404678,0.31685954332351685,-0.18407601118087769,0.4527123272418976,-0.2645191550254822,-0.4660656452178955,0.10796794295310974,-0.19911809265613556,-0.3322545886039734,-0.2606108486652374,-0.29530179500579834,0.1392832249403,-0.040337562561035156,-0.021515382453799248,-0.3049869239330292,-0.3810511827468872,0.25904399156570435,0.29555127024650574,0.15931683778762817,-0.03565283864736557,0.02534600906074047,-0.2248072475194931,0.19159358739852905,-0.36884596943855286,-0.20317524671554565,0.23521238565444946,-0.18251848220825195,0.21345791220664978,0.37659236788749695,0.22060933709144592,-12.134390830993652,-24.336427688598633,3.0
4,Nixon (1995),0.1345893293619156,-0.012406248599290848,-0.30074429512023926,0.0988476574420929,-0.06926194578409195,-0.34755122661590576,0.1597539335489273,0.3723853826522827,0.033918336033821106,0.19477277994155884,0.3125094771385193,-0.22647684812545776,0.1039595827460289,-0.13507986068725586,-0.24650844931602478,0.281680166721344,-0.019265079870820045,-0.13749410212039948,0.00257156346924603,0.11600499600172043,0.09774823486804962,-0.2258816510438919,0.10557183623313904,0.020507724955677986,0.1571483463048935,-0.20425023138523102,0.04193923994898796,0.3033384382724762,0.09436094760894775,-0.0988716334104538,-0.44725513458251953,0.13211806118488312,0.14443081617355347,-0.22420673072338104,0.25096601247787476,0.2659931778907776,-0.036224547773599625,-0.1357641965150833,-0.3473776578903198,0.15832746028900146,0.054932110011577606,0.21208103001117706,0.2961750626564026,-0.053312238305807114,-0.23926980793476105,0.015034247189760208,0.2159738689661026,0.2842167913913727,-0.2310284525156021,0.1454586386680603,-3.1608855724334717,0.5277984142303467,3.5
5,Casino (1995),-0.11464495956897736,-0.03574547544121742,-0.23141320049762726,-0.13508658111095428,0.22487470507621765,-0.043523043394088745,0.3065488636493683,-0.23814734816551208,0.4839051067829132,-0.2426966279745102,-0.44387251138687134,-0.18228107690811157,0.010747826658189297,0.04316258430480957,-0.17173868417739868,-0.11611942946910858,0.017863580957055092,0.08843503147363663,-0.09137583523988724,0.09391191601753235,0.16223862767219543,-0.3701944649219513,0.022753018885850906,-0.6331450939178467,-0.25760531425476074,-0.09285707026720047,0.22121590375900269,0.41627442836761475,0.02164630964398384,-0.009213105775415897,-0.12001603096723557,-0.2108926773071289,-0.08064134418964386,-0.46964961290359497,-0.2449062466621399,-0.06521113961935043,-0.14856290817260742,-0.048591651022434235,0.28169500827789307,0.17749372124671936,0.6562384963035583,-0.034128520637750626,0.20557548105716705,0.21845009922981262,0.23749183118343353,0.5430864095687866,-0.19860871136188507,0.13657641410827637,-0.1632714718580246,-0.08545966446399689,0.9448882937431335,13.121970176696777,4.0
6,Sense and Sensibility (1995),0.16579505801200867,-0.6650394797325134,0.3180890381336212,-0.04284828156232834,-0.1691795289516449,0.024928448721766472,-0.028192320838570595,0.0365305058658123,0.4197809398174286,0.16689881682395935,0.33384227752685547,-0.38309991359710693,-0.21991115808486938,-0.2811577618122101,-0.015587789937853813,0.060364965349435806,-0.17181985080242157,0.029601849615573883,-0.25765007734298706,0.1419251412153244,0.2815838158130646,-0.4736675024032593,-0.05140780285000801,-0.005646045785397291,-0.4382142424583435,-0.024527886882424355,0.48612284660339355,0.0329616479575634,-0.047026436775922775,-0.379420667886734,0.21471798419952393,0.04516807198524475,0.29654961824417114,-0.042271241545677185,-0.19467224180698395,0.43568742275238037,-0.17430095374584198,-0.35721755027770996,-0.2177158147096634,0.008282545953989029,-0.09854187816381454,0.23741208016872406,0.08012717962265015,-0.10758796334266663,0.074919693171978,0.2639787793159485,0.18578650057315826,-0.20006154477596283,0.10080315917730331,-0.13253362476825714,8.891899108886719,22.43030548095703,5.0
7,Get Shorty (1995),-0.03651885688304901,-0.1707850843667984,-0.11823352426290512,-0.07886353135108948,-0.052082955837249756,0.25560250878334045,0.09986153244972229,-0.33246496319770813,-0.12036201357841492,-0.08502784371376038,0.4864625930786133,0.13759680092334747,-0.03036646544933319,0.008330109529197216,0.10128486901521683,0.16608816385269165,0.4459489583969116,0.08533159643411636,0.12988847494125366,-0.07511214166879654,0.5033425688743591,-0.1312529742717743,-0.5093473792076111,-0.09017428010702133,-0.34951624274253845,-0.287656307220459,0.3835318684577942,0.07770969718694687,0.13919402658939362,-0.3547793924808502,-0.0760299563407898,-0.49746066331863403,-0.0583258680999279,-0.03201710805296898,0.04547286778688431,-0.5177630186080933,0.1360175907611847,-0.09766346216201782,-0.0489821694791317,0.28374433517456055,0.15798306465148926,0.06528307497501373,0.2575569450855255,0.46082496643066406,0.004119230434298515,-0.2017570585012436,0.05075715109705925,0.049287039786577225,-0.04008302837610245,-0.12436340004205704,9.573396682739258,2.6160051822662354,4.0
8,Leaving Las Vegas (1995),0.41456374526023865,0.3123716413974762,-0.1468706876039505,-0.07266318053007126,0.4168691337108612,-0.11146668344736099,-0.06104573979973793,0.03783722221851349,0.023560378700494766,0.09008928388357162,-0.02509458363056183,-0.31355589628219604,0.2974751591682434,-0.09763231128454208,-0.19929370284080505,-0.18121035397052765,-0.1342231184244156,0.3206149637699127,-0.031130466610193253,0.05946151167154312,0.0492994450032711,-0.2747057378292084,-0.22244949638843536,-0.5433493256568909,-0.36222976446151733,-0.22275874018669128,0.35541966557502747,0.4947616457939148,-0.29692092537879944,-0.013170801103115082,0.3435545861721039,0.0868879035115242,0.33145803213119507,0.04901953786611557,-0.0794307291507721,-0.04672762006521225,-0.07737430185079575,-0.17181353271007538,0.4007229804992676,0.06242871284484863,0.14599168300628662,-0.058492325246334076,0.06877247244119644,0.07708438485860825,0.24379678070545197,-0.048179205507040024,-0.46701472997665405,-0.05469014123082161,-0.1546696275472641,0.21773386001586914,-3.5442044734954834,3.324106454849243,4.5
9,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),-0.30047541856765747,-0.048380207270383835,0.062466226518154144,0.3201402723789215,0.10565988719463348,-0.1664808839559555,0.1867721974849701,0.08652603626251221,0.15740881860256195,-0.12980300188064575,-0.11474021524190903,-0.16534151136875153,0.19072522222995758,-0.38894832134246826,0.27352118492126465,0.2927083969116211,0.44221800565719604,0.1670873463153839,0.12061513960361481,0.45350930094718933,-0.16036121547222137,0.17777368426322937,-0.10164513438940048,0.03296296298503876,0.491763710975647,0.06730492413043976,0.10532955825328827,0.15444661676883698,0.3258262276649475,-0.631298303604126,0.03211255744099617,0.20115028321743011,0.10257582366466522,0.27693086862564087,-0.24633212387561798,0.14857326447963715,0.21574491262435913,0.17480586469173431,-0.29639381170272827,0.26879340410232544,-0.08694752305746078,0.10993033647537231,0.4451649487018585,0.16106338798999786,-0.08389047533273697,-0.25359007716178894,0.10848855972290039,0.21115180850028992,0.4171507656574249,0.060039278119802475,11.69559383392334,-3.1244025230407715,4.0
10,Babe (1995),-0.4381121098995209,-0.12821826338768005,-0.003588321851566434,-0.024460356682538986,-0.02046722173690796,-0.0485210083425045,0.11792003363370895,0.4816023111343384,0.11479523032903671,-0.4438047409057617,0.19153708219528198,0.011065185070037842,-0.28903570771217346,-0.04276994615793228,0.2606441080570221,0.07407813519239426,-0.26128455996513367,0.13188526034355164,0.35414016246795654,0.05682925507426262,-0.008016116917133331,0.08087315410375595,0.10783948004245758,0.06218041852116585,-0.21748898923397064,0.054154761135578156,0.10909178107976913,0.038308896124362946,0.00928694661706686,-0.1285930573940277,0.21138931810855865,-0.4725971817970276,0.06967887282371521,-0.0013376126298680902,-0.29482075572013855,0.5231007933616638,-0.02930869720876217,-0.01422201283276081,0.10519804805517197,0.7956597805023193,0.13968829810619354,0.22738277912139893,-0.06349336355924606,-0.05580104887485504,-0.2851065695285797,0.2461206018924713,0.06846189498901367,-0.13899128139019012,-0.17006415128707886,0.05382462590932846,10.246320724487305,23.10332679748535,4.0
11,Dead Man Walking (1995),0.1716756820678711,0.3720455765724182,-0.05872630700469017,-0.041376955807209015,0.1036653220653534,0.12618407607078552,0.07497698068618774,-0.14473848044872284,0.296160489320755,0.09070201218128204,-0.22311531007289886,-0.34430620074272156,-0.12594933807849884,0.04332507774233818,-0.09415695071220398,0.18715022504329681,0.09663085639476776,-0.42393893003463745,0.238393172621727,-0.08996458351612091,-0.04524153470993042,0.08111247420310974,-0.12959952652454376,0.257513165473938,-0.2785787284374237,-0.28414031863212585,0.3567325174808502,0.1184162124991417,0.10455354303121567,-0.12640687823295593,0.3457580804824829,0.01896168477833271,0.009381365031003952,-0.2951039969921112,0.32727518677711487,0.3035380244255066,0.23140481114387512,-0.14799943566322327,0.30310752987861633,-0.15565498173236847,0.496279776096344,0.00358560006134212,0.008441049605607986,0.059095174074172974,-0.0029769763350486755,-0.2316213846206665,-0.13198944926261902,0.0019166221609339118,-0.004964224994182587,0.3621968626976013,15.235457420349121,-21.2507266998291,4.0
12,Clueless (1995),-0.04373151436448097,-0.16734425723552704,-0.08674339205026627,0.09524267166852951,-0.20938824117183685,0.08433009684085846,0.00512543972581625,0.13235732913017273,0.08707768470048904,-0.0435483418405056,0.019127516075968742,-0.40487435460090637,0.08604364097118378,-0.5083430409431458,0.2647290825843811,-0.2075524628162384,-0.14755511283874512,-0.4120958149433136,0.14323720335960388,-0.3817024827003479,-0.042468734085559845,0.05196215957403183,-0.04845567047595978,0.04954276233911514,-0.40104949474334717,0.05049557611346245,0.0729830339550972,-0.42690926790237427,-0.1833375245332718,-0.05325654149055481,0.3263649046421051,0.20237071812152863,0.10091901570558548,-0.10425291210412979,-0.021451076492667198,-0.1214069277048111,0.07933297753334045,-0.2879490256309509,0.18890957534313202,0.078951396048069,0.09194397926330566,0.22500227391719818,0.18410836160182953,0.0059928568080067635,0.00431786198168993,-0.18650443851947784,-0.20052185654640198,-0.28386369347572327,0.0644284337759018,-0.23898285627365112,-3.322958469390869,-26.57359504699707,3.0
13,To Die For (1995),0.05973556637763977,-0.1678476482629776,0.2551628649234772,0.152321457862854,0.11067385971546173,0.3106135129928589,-0.13110356032848358,0.004417513031512499,0.06380047649145126,-0.22201092541217804,-0.366537868976593,-0.07854938507080078,0.22284381091594696,-0.018746666610240936,-0.07454859465360641,-0.2502267062664032,-0.015022608451545238,0.04638336971402168,0.1302938312292099,-0.10558662563562393,0.07525978237390518,0.07513266056776047,0.2533089816570282,-0.3729529082775116,0.03240404278039932,-0.006531533785164356,0.4350511431694031,-0.01544953789561987,-0.4549095034599304,0.059735894203186035,0.44371727108955383,0.03701670840382576,0.28928208351135254,-0.20127323269844055,-0.15157315135002136,0.12713520228862762,0.21501463651657104,-0.32725024223327637,-0.25565770268440247,-0.1642170399427414,-0.03234650194644928,0.369255393743515,0.18378378450870514,-0.22217974066734314,0.1340658813714981,0.27496278285980225,0.2607145309448242,0.04455040395259857,-0.16248100996017456,-0.19333644211292267,-4.519439220428467,2.795106887817383,4.0
